"","Country","STD"
"1","Tajikistan",6.77591322258483
"2","Ukraine",2.7700180504827
"3","Azerbaijan",2.68179044669788
"4","Armenia",2.47729691397701
"5","Kyrgyz Republic",1.86493967730863
